
 STAID, SOUID,    DATE,   TG, Q_TG
  7012,142184,19980712,  178,    0
  7012,142184,19980713,  165,    0
  7012,142184,19980714,  159,    0
  7012,142184,19980715,  152,    0
  7012,142184,19980716,  141,    0
  7012,142184,19980717,  148,    0
  7012,142184,19980718,  169,    0
  7012,142184,19980719,  151,    0
  7012,142184,19980720,  134,    0
  7012,142184,19980721,  129,    0
  7012,142184,19980722,  144,    0
  7012,142184,19980723,  136,    0
  7012,142184,19980724,  141,    0
  7012,142184,19980725,  143,    0
  7012,142184,19980726,  125,    0
  7012,142184,19980727,  127,    0
  7012,142184,19980728,  129,    0
  7012,142184,19980729,  131,    0
  7012,142184,19980730,  144,    0
  7012,142184,19980731,  141,    0
  7012,142184,19980801,  141,    0
  7012,142184,19980802,  137,    0
  7012,142184,19980803,  144,    0
  7012,142184,19980804,  140,    0
  7012,142184,19980805,  134,    0
  7012,142184,19980806,  131,    0
  7012,142184,19980807,  133,    0
  7012,142184,19980808,  138,    0
  7012,142184,19980809,  145,    0
  7012,142184,19980810,  135,    0
  7012,142184,19980811,  153,    0
  7012,142184,19980812,  142,    0
  7012,142184,19980813,  149,    0
  7012,142184,19980814,  132,    0
  7012,142184,19980815,  131,    0
  7012,142184,19980816,  138,    0
  7012,142184,19980817,  145,    0
  7012,142184,19980818,  145,    0
  7012,142184,19980819,  136,    0
  7012,142184,19980820,  129,    0
  7012,142184,19980821,  151,    0
  7012,142184,19980822,  146,    0
  7012,142184,19980823,  140,    0
  7012,142184,19980824,  143,    0
  7012,142184,19980825,  147,    0
  7012,142184,19980826,  136,    0
  7012,142184,19980827,  133,    0
  7012,142184,19980828,  127,    0
  7012,142184,19980829,  134,    0
  7012,142184,19980830,  133,    0
  7012,142184,19980831,  106,    0
  7012,142184,19980901,  118,    0
  7012,142184,19980902,  124,    0
  7012,142184,19980903,  145,    0
  7012,142184,19980904,  130,    0
  7012,142184,19980905,  132,    0
  7012,142184,19980906,  141,    0
  7012,142184,19980907,  142,    0
  7012,142184,19980908,  150,    0
  7012,142184,19980909,  158,    0
  7012,142184,19980910,  152,    0
  7012,142184,19980911,  158,    0
  7012,142184,19980912,  151,    0
  7012,142184,19980913,  158,    0
  7012,142184,19980914,  158,    0
  7012,142184,19980915,  143,    0
  7012,142184,19980916,  137,    0
  7012,142184,19980917,  136,    0
  7012,142184,19980918,  141,    0
  7012,142184,19980919,  135,    0
  7012,142184,19980920,  129,    0
  7012,142184,19980921,  136,    0
  7012,142184,19980922,  144,    0
  7012,142184,19980923,  106,    0
  7012,142184,19980924,  114,    0
  7012,142184,19980925,   83,    0
  7012,142184,19980926,   85,    0
  7012,142184,19980927,  102,    0
  7012,142184,19980928,  105,    0
  7012,142184,19980929,   81,    0
  7012,142184,19980930,   57,    0
  7012,142184,19981001,   51,    0
  7012,142184,19981002,   63,    0
  7012,142184,19981003,   76,    0
  7012,142184,19981004,   74,    0
  7012,142184,19981005,-9999,    9
  7012,142184,19981006,   53,    0
  7012,142184,19981007,   75,    0
  7012,142184,19981008,   85,    0
  7012,142184,19981009,   90,    0
  7012,142184,19981010,  102,    0
  7012,142184,19981011,  109,    0
  7012,142184,19981012,  104,    0
  7012,142184,19981013,   91,    0
  7012,142184,19981014,   93,    0
  7012,142184,19981015,   99,    0
  7012,142184,19981016,   77,    0
  7012,142184,19981017,   74,    0
  7012,142184,19981018,   87,    0
  7012,142184,19981019,   60,    0
  7012,142184,19981020,   74,    0
  7012,142184,19981021,   50,    0
  7012,142184,19981022,   73,    0
  7012,142184,19981023,   98,    0
  7012,142184,19981024,   89,    0
  7012,142184,19981025,   89,    0
  7012,142184,19981026,   81,    0
  7012,142184,19981027,   76,    0
  7012,142184,19981028,   60,    0
  7012,142184,19981029,   64,    0
  7012,142184,19981030,   50,    0
  7012,142184,19981031,   39,    0
  7012,142184,19981101,   38,    0
  7012,142184,19981102,   42,    0
  7012,142184,19981103,   26,    0
  7012,142184,19981104,   11,    0
  7012,142184,19981105,   32,    0
  7012,142184,19981106,    6,    0
  7012,142184,19981107,   -9,    0
  7012,142184,19981108,  -25,    0
  7012,142184,19981109,  -44,    0
  7012,142184,19981110,  -31,    0
  7012,142184,19981111,  -42,    0
  7012,142184,19981112,  -31,    0
  7012,142184,19981113,  -31,    0
  7012,142184,19981114,  -54,    0
  7012,142184,19981115,  -35,    0
  7012,142184,19981116,  -23,    0
  7012,142184,19981117,  -15,    0
  7012,142184,19981118,  -57,    0
  7012,142184,19981119,  -65,    0
  7012,142184,19981120,  -70,    0
  7012,142184,19981121,    2,    0
  7012,142184,19981122,   41,    0
  7012,142184,19981123,   35,    0
  7012,142184,19981124,   17,    0
  7012,142184,19981125,   12,    0
  7012,142184,19981126,   11,    0
  7012,142184,19981127,   -6,    0
  7012,142184,19981128,   -2,    0
  7012,142184,19981129,    4,    0
  7012,142184,19981130,  -10,    0
  7012,142184,19981201,   10,    0
  7012,142184,19981202,   35,    0
  7012,142184,19981203,   37,    0
  7012,142184,19981204,   -8,    0
  7012,142184,19981205,  -28,    0
  7012,142184,19981206,  -32,    0
  7012,142184,19981207,  -37,    0
  7012,142184,19981208,  -40,    0
  7012,142184,19981209,  -39,    0
  7012,142184,19981210,  -47,    0
  7012,142184,19981211,  -60,    0
  7012,142184,19981212,  -35,    0
  7012,142184,19981213,  -21,    0
  7012,142184,19981214,  -28,    0
  7012,142184,19981215,   11,    0
  7012,142184,19981216,   25,    0
  7012,142184,19981217,   24,    0
  7012,142184,19981218,   38,    0
  7012,142184,19981219,   27,    0
  7012,142184,19981220,   -4,    0
  7012,142184,19981221,  -81,    0
  7012,142184,19981222,  -70,    0
  7012,142184,19981223,  -58,    0
  7012,142184,19981224,  -22,    0
  7012,142184,19981225,   18,    0
  7012,142184,19981226,   19,    0
  7012,142184,19981227,   10,    0
  7012,142184,19981228,   37,    0
  7012,142184,19981229,   30,    0
  7012,142184,19981230,   10,    0
  7012,142184,19981231,    2,    0
  7012,142184,19990101,    3,    0
  7012,142184,19990102,    4,    0
  7012,142184,19990103,  -19,    0
  7012,142184,19990104,    2,    0
  7012,142184,19990105,    9,    0
  7012,142184,19990106,    5,    0
  7012,142184,19990107,  -37,    0
  7012,142184,19990108,  -60,    0
  7012,142184,19990109,  -85,    0
  7012,142184,19990110, -116,    0
  7012,142184,19990111,  -66,    0
  7012,142184,19990112,  -49,    0
  7012,142184,19990113,  -95,    0
  7012,142184,19990114,  -54,    0
  7012,142184,19990115,   -4,    0
  7012,142184,19990116,   10,    0
  7012,142184,19990117,   15,    0
  7012,142184,19990118,   17,    0
  7012,142184,19990119,   16,    0
  7012,142184,19990120,   25,    0
  7012,142184,19990121,   21,    0
  7012,142184,19990122,   11,    0
  7012,142184,19990123,    1,    0
  7012,142184,19990124,  -26,    0
  7012,142184,19990125,  -40,    0
  7012,142184,19990126, -125,    0
  7012,142184,19990127, -178,    0
  7012,142184,19990128, -224,    0
  7012,142184,19990129, -190,    0
  7012,142184,19990130, -145,    0
  7012,142184,19990131,  -25,    0
  7012,142184,19990201,    4,    0
  7012,142184,19990202,  -89,    0
  7012,142184,19990203,  -61,    0
  7012,142184,19990204,  -12,    0
  7012,142184,19990205,  -22,    0
  7012,142184,19990206, -155,    0
  7012,142184,19990207, -212,    0
  7012,142184,19990208, -197,    0
  7012,142184,19990209, -162,    0
  7012,142184,19990210, -188,    0
  7012,142184,19990211,  -98,    0
  7012,142184,19990212,  -56,    0
  7012,142184,19990213,  -37,    0
  7012,142184,19990214,   -2,    0
  7012,142184,19990215,   -3,    0
  7012,142184,19990216,   -6,    0
  7012,142184,19990217,  -21,    0
  7012,142184,19990218,  -50,    0
  7012,142184,19990219,  -38,    0
  7012,142184,19990220,  -47,    0
  7012,142184,19990221,  -62,    0
  7012,142184,19990222,  -31,    0
  7012,142184,19990223,  -37,    0
  7012,142184,19990224,  -38,    0
  7012,142184,19990225,  -19,    0
  7012,142184,19990226,  -30,    0
  7012,142184,19990227,  -41,    0
  7012,142184,19990228,  -27,    0
  7012,142184,19990301,    3,    0
  7012,142184,19990302,   -4,    0
  7012,142184,19990303,  -50,    0
  7012,142184,19990304,  -59,    0
  7012,142184,19990305,  -23,    0
  7012,142184,19990306,   -5,    0
  7012,142184,19990307,    3,    0
  7012,142184,19990308,  -34,    0
  7012,142184,19990309,  -72,    0
  7012,142184,19990310,  -46,    0
  7012,142184,19990311,  -44,    0
  7012,142184,19990312,  -42,    0
  7012,142184,19990313,  -42,    0
  7012,142184,19990314,  -54,    0
  7012,142184,19990315,  -56,    0
  7012,142184,19990316,  -49,    0
  7012,142184,19990317,  -14,    0
  7012,142184,19990318,   -1,    0
  7012,142184,19990319,    4,    0
  7012,142184,19990320,   -5,    0
  7012,142184,19990321,   -1,    0
  7012,142184,19990322,   -9,    0
  7012,142184,19990323,   -1,    0
  7012,142184,19990324,  -21,    0
  7012,142184,19990325,    1,    0
  7012,142184,19990326,   -3,    0
  7012,142184,19990327,    7,    0
  7012,142184,19990328,    6,    0
  7012,142184,19990329,   -6,    0
  7012,142184,19990330,    9,    0
  7012,142184,19990331,    5,    0
  7012,142184,19990401,   11,    0
  7012,142184,19990402,   16,    0
  7012,142184,19990403,   21,    0
  7012,142184,19990404,    3,    0
  7012,142184,19990405,   -7,    0
  7012,142184,19990406,    0,    0
  7012,142184,19990407,    9,    0
  7012,142184,19990408,   29,    0
  7012,142184,19990409,   13,    0
  7012,142184,19990410,   28,    0
  7012,142184,19990411,   15,    0
  7012,142184,19990412,   16,    0
  7012,142184,19990413,    9,    0
  7012,142184,19990414,   24,    0
  7012,142184,19990415,   26,    0
  7012,142184,19990416,   16,    0
  7012,142184,19990417,   43,    0
  7012,142184,19990418,   48,    0
  7012,142184,19990419,   41,    0
  7012,142184,19990420,   57,    0
  7012,142184,19990421,   51,    0
  7012,142184,19990422,   46,    0
  7012,142184,19990423,   32,    0
  7012,142184,19990424,   41,    0
  7012,142184,19990425,   42,    0
  7012,142184,19990426,   58,    0
  7012,142184,19990427,   72,    0
  7012,142184,19990428,   55,    0
  7012,142184,19990429,   63,    0
  7012,142184,19990430,   26,    0
  7012,142184,19990501,   41,    0
  7012,142184,19990502,   20,    0
  7012,142184,19990503,   19,    0
  7012,142184,19990504,   30,    0
  7012,142184,19990505,   47,    0
  7012,142184,19990506,   62,    0
  7012,142184,19990507,   63,    0
  7012,142184,19990508,   23,    0
  7012,142184,19990509,   33,    0
  7012,142184,19990510,   37,    0
  7012,142184,19990511,   17,    0
  7012,142184,19990512,   33,    0
  7012,142184,19990513,   43,    0
  7012,142184,19990514,   50,    0
  7012,142184,19990515,   60,    0
  7012,142184,19990516,   76,    0
  7012,142184,19990517,   66,    0
  7012,142184,19990518,   77,    0
  7012,142184,19990519,   90,    0
  7012,142184,19990520,   95,    0
  7012,142184,19990521,   93,    0
  7012,142184,19990522,  113,    0
  7012,142184,19990523,   84,    0
  7012,142184,19990524,   83,    0
  7012,142184,19990525,   89,    0
  7012,142184,19990526,   81,    0
  7012,142184,19990527,   79,    0
  7012,142184,19990528,   99,    0
  7012,142184,19990529,   98,    0
  7012,142184,19990530,   94,    0
  7012,142184,19990531,   75,    0
  7012,142184,19990601,   77,    0
  7012,142184,19990602,   81,    0
  7012,142184,19990603,   91,    0
  7012,142184,19990604,   95,    0
  7012,142184,19990605,   92,    0
  7012,142184,19990606,  107,    0
  7012,142184,19990607,  105,    0
  7012,142184,19990608,  108,    0
  7012,142184,19990609,  120,    0
  7012,142184,19990610,  109,    0
  7012,142184,19990611,  133,    0
  7012,142184,19990612,  171,    0
  7012,142184,19990613,  153,    0
  7012,142184,19990614,  161,    0
  7012,142184,19990615,  156,    0
  7012,142184,19990616,  149,    0
  7012,142184,19990617,  159,    0
  7012,142184,19990618,  182,    0
  7012,142184,19990619,  155,    0
  7012,142184,19990620,  168,    0
  7012,142184,19990621,  169,    0
  7012,142184,19990622,  175,    0
  7012,142184,19990623,  190,    0
  7012,142184,19990624,  161,    0
  7012,142184,19990625,  193,    0
  7012,142184,19990626,  192,    0
  7012,142184,19990627,  171,    0
  7012,142184,19990628,  195,    0
  7012,142184,19990629,  198,    0
  7012,142184,19990630,  188,    0
  7012,142184,19990701,  183,    0
  7012,142184,19990702,  190,    0
  7012,142184,19990703,  159,    0
  7012,142184,19990704,  134,    0
  7012,142184,19990705,  144,    0
  7012,142184,19990706,  145,    0
  7012,142184,19990707,  154,    0
  7012,142184,19990708,  156,    0
  7012,142184,19990709,  158,    0
  7012,142184,19990710,  158,    0
  7012,142184,19990711,  163,    0
  7012,142184,19990712,  159,    0
  7012,142184,19990713,  172,    0
  7012,142184,19990714,  191,    0
  7012,142184,19990715,  194,    0
  7012,142184,19990716,  172,    0
  7012,142184,19990717,  175,    0
  7012,142184,19990718,  178,    0
  7012,142184,19990719,  180,    0
  7012,142184,19990720,  183,    0
  7012,142184,19990721,  182,    0
  7012,142184,19990722,  178,    0
  7012,142184,19990723,-9999,    9
  7012,142184,19990724,  153,    0
  7012,142184,19990725,  140,    0
  7012,142184,19990726,  134,    0
  7012,142184,19990727,  133,    0
  7012,142184,19990728,  142,    0
  7012,142184,19990729,  145,    0
  7012,142184,19990730,  130,    0
  7012,142184,19990731,  145,    0
  7012,142184,19990801,  163,    0
  7012,142184,19990802,  165,    0
  7012,142184,19990803,  195,    0
  7012,142184,19990804,  181,    0
  7012,142184,19990805,  170,    0
  7012,142184,19990806,  136,    0
  7012,142184,19990807,  145,    0
  7012,142184,19990808,  150,    0
  7012,142184,19990809,  172,    0
  7012,142184,19990810,  178,    0
  7012,142184,19990811,  169,    0
  7012,142184,19990812,  155,    0
  7012,142184,19990813,  154,    0
  7012,142184,19990814,  147,    0
  7012,142184,19990815,  149,    0
  7012,142184,19990816,  140,    0
  7012,142184,19990817,  148,    0
  7012,142184,19990818,  163,    0
  7012,142184,19990819,  166,    0
  7012,142184,19990820,  159,    0
  7012,142184,19990821,  152,    0
  7012,142184,19990822,  132,    0
  7012,142184,19990823,  125,    0
  7012,142184,19990824,  152,    0
  7012,142184,19990825,  148,    0
  7012,142184,19990826,  163,    0
  7012,142184,19990827,-9999,    9
  7012,142184,19990828,  166,    0
  7012,142184,19990829,  146,    0
  7012,142184,19990830,  153,    0
  7012,142184,19990831,  166,    0
  7012,142184,19990901,  167,    0
  7012,142184,19990902,  171,    0
  7012,142184,19990903,  170,    0
  7012,142184,19990904,  162,    0
  7012,142184,19990905,  153,    0
  7012,142184,19990906,-9999,    9
  7012,142184,19990907,-9999,    9
  7012,142184,19990908,  164,    0
  7012,142184,19990909,  145,    0
  7012,142184,19990910,  164,    0
  7012,142184,19990911,  148,    0
  7012,142184,19990912,  136,    0
  7012,142184,19990913,  122,    0
  7012,142184,19990914,   99,    0
  7012,142184,19990915,  109,    0
  7012,142184,19990916,  108,    0
  7012,142184,19990917,  133,    0
  7012,142184,19990918,  139,    0
  7012,142184,19990919,  137,    0
  7012,142184,19990920,  145,    0
  7012,142184,19990921,  144,    0
  7012,142184,19990922,  140,    0
  7012,142184,19990923,  141,    0
  7012,142184,19990924,  150,    0
  7012,142184,19990925,   99,    0
  7012,142184,19990926,  106,    0
  7012,142184,19990927,  121,    0
  7012,142184,19990928,  140,    0
  7012,142184,19990929,  148,    0
  7012,142184,19990930,  136,    0
  7012,142184,19991001,  145,    0
  7012,142184,19991002,  141,    0
  7012,142184,19991003,  144,    0
  7012,142184,19991004,  126,    0
  7012,142184,19991005,  127,    0
  7012,142184,19991006,  115,    0
  7012,142184,19991007,  123,    0
  7012,142184,19991008,  116,    0
  7012,142184,19991009,  100,    0
  7012,142184,19991010,   75,    0
  7012,142184,19991011,   82,    0
  7012,142184,19991012,   90,    0
  7012,142184,19991013,   86,    0
  7012,142184,19991014,   76,    0
  7012,142184,19991015,   62,    0
  7012,142184,19991016,   58,    0
  7012,142184,19991017,   43,    0
  7012,142184,19991018,   42,    0
  7012,142184,19991019,   41,    0
  7012,142184,19991020,   38,    0
  7012,142184,19991021,   62,    0
  7012,142184,19991022,   57,    0
  7012,142184,19991023,   45,    0
  7012,142184,19991024,   41,    0
  7012,142184,19991025,   59,    0
  7012,142184,19991026,   72,    0
  7012,142184,19991027,   71,    0
  7012,142184,19991028,   57,    0
  7012,142184,19991029,   76,    0
  7012,142184,19991030,   77,    0
  7012,142184,19991031,   80,    0
  7012,142184,19991101,   89,    0
  7012,142184,19991102,   92,    0
  7012,142184,19991103,   79,    0
  7012,142184,19991104,   66,    0
  7012,142184,19991105,   85,    0
  7012,142184,19991106,   84,    0
  7012,142184,19991107,   49,    0
  7012,142184,19991108,   27,    0
  7012,142184,19991109,   50,    0
  7012,142184,19991110,   46,    0
  7012,142184,19991111,   67,    0
  7012,142184,19991112,   86,    0
  7012,142184,19991113,   74,    0
  7012,142184,19991114,    5,    0
  7012,142184,19991115,   -9,    0
  7012,142184,19991116,   21,    0
  7012,142184,19991117,   33,    0
  7012,142184,19991118,   -3,    0
  7012,142184,19991119,  -14,    0
  7012,142184,19991120,  -49,    0
  7012,142184,19991121,  -18,    0
  7012,142184,19991122,   -6,    0
  7012,142184,19991123,   10,    0
  7012,142184,19991124,   18,    0
  7012,142184,19991125,    5,    0
  7012,142184,19991126,   45,    0
  7012,142184,19991127,   62,    0
  7012,142184,19991128,   55,    0
  7012,142184,19991129,   66,    0
  7012,142184,19991130,   37,    0
  7012,142184,19991201,   50,    0
  7012,142184,19991202,   19,    0
  7012,142184,19991203,   25,    0
  7012,142184,19991204,   13,    0
  7012,142184,19991205,  -16,    0
  7012,142184,19991206,   19,    0
  7012,142184,19991207,   32,    0
  7012,142184,19991208,   -1,    0
  7012,142184,19991209,    2,    0
  7012,142184,19991210,   47,    0
  7012,142184,19991211,   29,    0
  7012,142184,19991212,   27,    0
  7012,142184,19991213,   46,    0
  7012,142184,19991214,    7,    0
  7012,142184,19991215,  -46,    0
  7012,142184,19991216,  -54,    0
  7012,142184,19991217,   15,    0
  7012,142184,19991218,    8,    0
  7012,142184,19991219,  -10,    0
  7012,142184,19991220,  -39,    0
  7012,142184,19991221,  -50,    0
  7012,142184,19991222,   -4,    0
  7012,142184,19991223,   14,    0
  7012,142184,19991224,   27,    0
  7012,142184,19991225,   -2,    0
  7012,142184,19991226,  -25,    0
  7012,142184,19991227,  -12,    0
  7012,142184,19991228,  -38,    0
  7012,142184,19991229,  -54,    0
  7012,142184,19991230,  -72,    0
  7012,142184,19991231,  -68,    0
  7012,142184,20000101,  -37,    0
  7012,142184,20000102,   -6,    0
  7012,142184,20000103,    1,    0
  7012,142184,20000104,   23,    0
  7012,142184,20000105,   13,    0
  7012,142184,20000106,   17,    0
  7012,142184,20000107,   22,    0
  7012,142184,20000108,   35,    0
  7012,142184,20000109,   32,    0
  7012,142184,20000110,    5,    0
  7012,142184,20000111,   28,    0
  7012,142184,20000112,   30,    0
  7012,142184,20000113,   27,    0
  7012,142184,20000114,    6,    0
  7012,142184,20000115,  -15,    0
  7012,142184,20000116,   12,    0
  7012,142184,20000117,   15,    0
  7012,142184,20000118,  -33,    0
  7012,142184,20000119,  -61,    0
  7012,142184,20000120,  -54,    0
  7012,142184,20000121,  -94,    0
  7012,142184,20000122,  -89,    0
  7012,142184,20000123, -101,    0
  7012,142184,20000124, -104,    0
  7012,142184,20000125,  -93,    0
  7012,142184,20000126,  -15,    0
  7012,142184,20000127,   -3,    0
  7012,142184,20000128,  -18,    0
  7012,142184,20000129,   -8,    0
  7012,142184,20000130,    6,    0
  7012,142184,20000131,  -25,    0
  7012,142184,20000201,  -13,    0
  7012,142184,20000202,  -20,    0
  7012,142184,20000203,  -51,    0
  7012,142184,20000204,   -9,    0
  7012,142184,20000205,   -6,    0
  7012,142184,20000206,    9,    0
  7012,142184,20000207,   12,    0
  7012,142184,20000208,   13,    0
  7012,142184,20000209,    4,    0
  7012,142184,20000210,   -1,    0
  7012,142184,20000211,   16,    0
  7012,142184,20000212,   13,    0
  7012,142184,20000213,   12,    0
  7012,142184,20000214,    4,    0
  7012,142184,20000215,   -5,    0
  7012,142184,20000216,    1,    0
  7012,142184,20000217,    3,    0
  7012,142184,20000218,  -13,    0
  7012,142184,20000219,  -22,    0
  7012,142184,20000220,  -28,    0
  7012,142184,20000221,  -36,    0
  7012,142184,20000222,  -70,    0
  7012,142184,20000223,  -83,    0
  7012,142184,20000224,  -79,    0
  7012,142184,20000225,  -41,    0
  7012,142184,20000226,  -57,    0
  7012,142184,20000227,  -12,    0
  7012,142184,20000228,   18,    0
  7012,142184,20000229,   15,    0
  7012,142184,20000301,   15,    0
  7012,142184,20000302,    6,    0
  7012,142184,20000303,    3,    0
  7012,142184,20000304,   -9,    0
  7012,142184,20000305,  -40,    0
  7012,142184,20000306,  -34,    0
  7012,142184,20000307,    9,    0
  7012,142184,20000308,  -13,    0
  7012,142184,20000309,  -28,    0
  7012,142184,20000310,  -25,    0
  7012,142184,20000311,  -35,    0
  7012,142184,20000312,  -33,    0
  7012,142184,20000313,   -5,    0
  7012,142184,20000314,   11,    0
  7012,142184,20000315,    5,    0
  7012,142184,20000316,  -11,    0
  7012,142184,20000317,    5,    0
  7012,142184,20000318,    5,    0
  7012,142184,20000319,  -12,    0
  7012,142184,20000320,    7,    0
  7012,142184,20000321,    8,    0
  7012,142184,20000322,   10,    0
  7012,142184,20000323,    7,    0
  7012,142184,20000324,   16,    0
  7012,142184,20000325,    4,    0
  7012,142184,20000326,   -9,    0
  7012,142184,20000327,  -16,    0
  7012,142184,20000328,   -9,    0
  7012,142184,20000329,    2,    0
  7012,142184,20000330,   12,    0
  7012,142184,20000331,   19,    0
  7012,142184,20000401,   14,    0
  7012,142184,20000402,  -10,    0
  7012,142184,20000403,   -2,    0
  7012,142184,20000404,   11,    0
  7012,142184,20000405,   18,    0
  7012,142184,20000406,   14,    0
  7012,142184,20000407,   33,    0
  7012,142184,20000408,   27,    0
  7012,142184,20000409,   18,    0
  7012,142184,20000410,   18,    0
  7012,142184,20000411,   21,    0
  7012,142184,20000412,   22,    0
  7012,142184,20000413,   17,    0
  7012,142184,20000414,   29,    0
  7012,142184,20000415,   12,    0
  7012,142184,20000416,   34,    0
  7012,142184,20000417,   24,    0
  7012,142184,20000418,   12,    0
  7012,142184,20000419,   69,    0
  7012,142184,20000420,   42,    0
  7012,142184,20000421,   63,    0
  7012,142184,20000422,   42,    0
  7012,142184,20000423,   54,    0
  7012,142184,20000424,   85,    0
  7012,142184,20000425,   72,    0
  7012,142184,20000426,   54,    0
  7012,142184,20000427,   65,    0
  7012,142184,20000428,   53,    0
  7012,142184,20000429,   62,    0
  7012,142184,20000430,   65,    0
  7012,142184,20000501,   37,    0
  7012,142184,20000502,   40,    0
  7012,142184,20000503,   49,    0
  7012,142184,20000504,   73,    0
  7012,142184,20000505,   65,    0
  7012,142184,20000506,   89,    0
  7012,142184,20000507,   63,    0
  7012,142184,20000508,   84,    0
  7012,142184,20000509,   79,    0
  7012,142184,20000510,   73,    0
  7012,142184,20000511,   74,    0
  7012,142184,20000512,   44,    0
  7012,142184,20000513,   64,    0
  7012,142184,20000514,   82,    0
  7012,142184,20000515,  112,    0
  7012,142184,20000516,   75,    0
  7012,142184,20000517,   79,    0
  7012,142184,20000518,   80,    0
  7012,142184,20000519,   88,    0
  7012,142184,20000520,   91,    0
  7012,142184,20000521,   79,    0
  7012,142184,20000522,   88,    0
  7012,142184,20000523,   88,    0
  7012,142184,20000524,   82,    0
  7012,142184,20000525,   96,    0
  7012,142184,20000526,   91,    0
  7012,142184,20000527,   84,    0
  7012,142184,20000528,   93,    0
  7012,142184,20000529,   95,    0
  7012,142184,20000530,   93,    0
  7012,142184,20000531,   93,    0
  7012,142184,20000601,   94,    0
  7012,142184,20000602,   94,    0
  7012,142184,20000603,   93,    0
  7012,142184,20000604,   93,    0
  7012,142184,20000605,   94,    0
  7012,142184,20000606,  102,    0
  7012,142184,20000607,   90,    0
  7012,142184,20000608,   97,    0
  7012,142184,20000609,  130,    0
  7012,142184,20000610,  108,    0
  7012,142184,20000611,  143,    0
  7012,142184,20000612,  107,    0
  7012,142184,20000613,  110,    0
  7012,142184,20000614,   99,    0
  7012,142184,20000615,-9999,    9
  7012,142184,20000616,  103,    0
  7012,142184,20000617,   94,    0
  7012,142184,20000618,   98,    0
  7012,142184,20000619,  107,    0
  7012,142184,20000620,  119,    0
  7012,142184,20000621,  161,    0
  7012,142184,20000622,  166,    0
  7012,142184,20000623,  138,    0
  7012,142184,20000624,  132,    0
  7012,142184,20000625,  143,    0
  7012,142184,20000626,  142,    0
  7012,142184,20000627,  140,    0
  7012,142184,20000628,  160,    0
  7012,142184,20000629,  176,    0
  7012,142184,20000630,  149,    0
  7012,142184,20000701,  144,    0
  7012,142184,20000702,  141,    0
  7012,142184,20000703,  166,    0
  7012,142184,20000704,  166,    0
  7012,142184,20000705,  174,    0
  7012,142184,20000706,  180,    0
  7012,142184,20000707,  181,    0
  7012,142184,20000708,  156,    0
  7012,142184,20000709,  152,    0
  7012,142184,20000710,  161,    0
  7012,142184,20000711,  174,    0
  7012,142184,20000712,  181,    0
  7012,142184,20000713,  160,    0
  7012,142184,20000714,  151,    0
  7012,142184,20000715,  167,    0
  7012,142184,20000716,  157,    0
  7012,142184,20000717,  169,    0
  7012,142184,20000718,  175,    0
  7012,142184,20000719,  170,    0
  7012,142184,20000720,  166,    0
  7012,142184,20000721,  188,    0
  7012,142184,20000722,  181,    0
  7012,142184,20000723,  178,    0
  7012,142184,20000724,  192,    0
  7012,142184,20000725,  181,    0
  7012,142184,20000726,  142,    0
  7012,142184,20000727,  152,    0
  7012,142184,20000728,  133,    0
  7012,142184,20000729,  151,    0
  7012,142184,20000730,  168,    0
  7012,142184,20000731,  163,    0
  7012,142184,20000801,  162,    0
  7012,142184,20000802,  162,    0
  7012,142184,20000803,  174,    0
  7012,142184,20000804,  169,    0
  7012,142184,20000805,  163,    0
  7012,142184,20000806,  170,    0
  7012,142184,20000807,  164,    0
  7012,142184,20000808,  153,    0
  7012,142184,20000809,  145,    0
  7012,142184,20000810,  149,    0
  7012,142184,20000811,  152,    0
  7012,142184,20000812,  161,    0
  7012,142184,20000813,  171,    0
  7012,142184,20000814,  168,    0
  7012,142184,20000815,  157,    0
  7012,142184,20000816,  162,    0
  7012,142184,20000817,  152,    0
  7012,142184,20000818,  152,    0
  7012,142184,20000819,  151,    0
  7012,142184,20000820,  147,    0
  7012,142184,20000821,  149,    0
  7012,142184,20000822,  148,    0
  7012,142184,20000823,  134,    0
  7012,142184,20000824,  125,    0
  7012,142184,20000825,  143,    0
  7012,142184,20000826,  146,    0
  7012,142184,20000827,  154,    0
  7012,142184,20000828,  167,    0
  7012,142184,20000829,  166,    0
  7012,142184,20000830,  169,    0
  7012,142184,20000831,  163,    0
  7012,142184,20000901,  150,    0
  7012,142184,20000902,  151,    0
  7012,142184,20000903,  152,    0
  7012,142184,20000904,  130,    0
  7012,142184,20000905,  115,    0
  7012,142184,20000906,  113,    0
  7012,142184,20000907,  124,    0
  7012,142184,20000908,  131,    0
  7012,142184,20000909,  149,    0
  7012,142184,20000910,  140,    0
  7012,142184,20000911,  122,    0
  7012,142184,20000912,  116,    0
  7012,142184,20000913,  113,    0
  7012,142184,20000914,   91,    0
  7012,142184,20000915,   91,    0
  7012,142184,20000916,  100,    0
  7012,142184,20000917,  115,    0
  7012,142184,20000918,  124,    0
  7012,142184,20000919,  122,    0
  7012,142184,20000920,  109,    0
  7012,142184,20000921,   92,    0
  7012,142184,20000922,  106,    0
  7012,142184,20000923,  115,    0
  7012,142184,20000924,  120,    0
  7012,142184,20000925,  122,    0
  7012,142184,20000926,  111,    0
  7012,142184,20000927,  107,    0
  7012,142184,20000928,  114,    0
  7012,142184,20000929,  129,    0
  7012,142184,20000930,  132,    0
